"n°UAI de l'établissement";"Libellé de l'établissement";"Région";;;"Taux";"Taux attendu";"Valeur ajoutée";;;
"0790924A";"Centre de formation d'apprentis de la Chambre des Métiers et de l'Artisanat des Deux-Sèvres";"NOUVELLE-AQUITAINE";39;40;66;64;2;72;73;75
"0791046H";"centre formation apprentis agricole";"NOUVELLE-AQUITAINE";34;39;60;57;2;64;64;68
"0791180D";"Centre de Formation d'Apprentis Sport Animation Nouvelle Aquitaine - Site de Niort";"NOUVELLE-AQUITAINE";;34;;;;;;
"0801302F";"CFA BTP somme";"HAUTS-DE-FRANCE";25;45;57;65;-8;67;68;68
"0801558J";"CFA INTERFOR SIA";"HAUTS-DE-FRANCE";44;32;55;58;-3;61;62;67
"0801998M";"CFA DE LA SOMME";"HAUTS-DE-FRANCE";32;31;51;51;0;59;59;65
"0802002S";"CFA IRFA APISUP";"HAUTS-DE-FRANCE";10;51;49;57;-8;60;61;69
"0802004U";"CFA AFTRAL Apprendre et se former en transport et logistique en hauts de France";"HAUTS-DE-FRANCE";31;9;77;66;10;82;80;80
"0802078Z";"CFA CREF pharmacie";"HAUTS-DE-FRANCE";21;6;80;68;12;83;83;83
"0802084F";"Centre de formation d'apprentis de l'académie d'amiens";"HAUTS-DE-FRANCE";22;31;67;67;0;69;69;76
"0802093R";"CFA banques picardie";"HAUTS-DE-FRANCE";;;;;;;;
"0802094S";"CFA DE L'ENSEIGNEMENT CATHOLIQUE DE PICARDIE";"HAUTS-DE-FRANCE";25;13;58;55;3;60;57;55
"0810791V";"Centre de formation d'apprentis Chambre des métiers du Tarn";"OCCITANIE";43;38;55;58;-3;60;63;65
"0810797B";"Centre de formation d'apprentis union nationale des industries des carrieres et materiaux de constructions Occitanie";"OCCITANIE";34;31;67;66;1;70;75;70
"0811238F";"Centre de Formation des familiales rurales";"OCCITANIE";30;15;41;42;-1;48;52;51
"0811239G";"Centre de formation d'apprentis Chambre de commerce IFA AUTO";"OCCITANIE";27;35;69;66;2;76;78;74
"0811267M";"ctre de formation d'apprentis ifa 81 cci tarn";"OCCITANIE";28;35;80;69;11;90;87;83
"0811343V";"cfa a";"OCCITANIE";;29;;;;;;
"0820746R";"Centre de Formation d'Apprentis Départemental Ecole des métiers";"OCCITANIE";40;31;57;58;-1;59;59;64
"0820807G";"Centre de formation des apprentis agricole du  Tarn-et-Garonne  EPLA de Montauban";"OCCITANIE";37;31;54;48;6;66;62;68
"0820858M";"IFA 82-CENTRE DE FORMATION CONSULAIRE";"OCCITANIE";32;31;78;71;7;89;74;81
"0830704P";"Ctre de formation d'apprentis ass. prof. form. prépa. pharmacie";"PROVENCE-ALPES-COTE D'AZUR";29;12;72;78;-5;78;78;78
"0831136J";"Ctre de formation d'apprentis bâtiment TP Toulon";"PROVENCE-ALPES-COTE D'AZUR";39;39;46;58;-12;55;54;59
"0831374T";"Ctre de formation d'apprentis chambre des métiers Le Beausset";"PROVENCE-ALPES-COTE D'AZUR";56;35;57;57;0;67;59;66
"0831375U";"Ctre de formation d'apprentis Chambre des métiers St Maximin";"PROVENCE-ALPES-COTE D'AZUR";51;30;55;56;-1;64;59;63
"0831377W";"Ctre de formation d'apprentis chambre des métiers Les Arcs";"PROVENCE-ALPES-COTE D'AZUR";51;30;49;51;-2;61;56;67
"0831608X";"Ctre de formation d'apprentis IPFM métiers de la mer";"PROVENCE-ALPES-COTE D'AZUR";46;29;51;55;-4;59;60;64
"0840526R";"CFA FLORENTIN MOURET";"PROVENCE-ALPES-COTE D'AZUR";41;41;54;60;-6;62;61;64
"0840709P";"Centre de formation des apprentis CCI 84";"PROVENCE-ALPES-COTE D'AZUR";49;28;56;63;-6;67;59;72
"0840733R";"CFA CHAMBRE DES METIERS VAUCLUSE";"PROVENCE-ALPES-COTE D'AZUR";46;38;58;58;0;66;65;69
"0840800N";"centre formation apprentis agricole forestiers";"PROVENCE-ALPES-COTE D'AZUR";35;30;56;53;3;71;58;66
"0841022E";"CFA REGIONAL DU VAUCLUSE";"PROVENCE-ALPES-COTE D'AZUR";37;33;56;59;-3;60;58;67
"0841035U";"Institut de Formation des Industries Agro-alimentaires IFRIA Sud PACA";"PROVENCE-ALPES-COTE D'AZUR";24;22;70;69;1;77;80;82
"0841037W";"cfai 84";"PROVENCE-ALPES-COTE D'AZUR";26;36;68;73;-6;70;71;77
"0850153E";"URMA-ESFORA VENDEE";"PAYS DE LA LOIRE";30;42;70;66;4;79;77;82
"0851196N";"AFPIA Grand Ouest - CFA de AFPIA SOLFI2A";"PAYS DE LA LOIRE";17;14;87;77;9;87;91;91
"0851345A";"ASSOCIATION DU CENTRE DE FORMATION D APPRENTIS DES MAISONS FAMILIALES DE VENDEE";"PAYS DE LA LOIRE";30;41;70;64;5;75;74;80
"0851372E";"centre formation apprentis agricole anx du lycee nature";"PAYS DE LA LOIRE";33;47;62;53;10;76;75;76
"0851412Y";"BTP CFA Vendée - BTP CFA Pays de Loire";"PAYS DE LA LOIRE";24;50;76;71;5;77;81;84
"0851537J";"cfa de l'enseignement catholique de vendée";"PAYS DE LA LOIRE";18;35;70;72;-2;79;85;86
"0851570V";"Centre de formation d'apprentis éducation nationale 85";"PAYS DE LA LOIRE";34;27;66;68;-2;75;71;78
"0860841X";"CFA Campus des Métiers et de l'Artisanat CMA 86";"NOUVELLE-AQUITAINE";34;45;62;63;-1;70;68;74
"0860845B";"Centre de Formation d'Apprentis du Batîment 86";"NOUVELLE-AQUITAINE";32;46;62;67;-4;69;75;75
"0860995P";"Cfa Chambre de Commerce et d'insdustrie de Poitiers";"NOUVELLE-AQUITAINE";43;18;67;65;2;68;68;72
"0861219H";"centre formation apprentis agricole";"NOUVELLE-AQUITAINE";31;32;60;59;0;69;68;78
"0861231W";"Centre de formation d'apprentis AFTRAL 86";"NOUVELLE-AQUITAINE";23;14;72;66;7;81;73;80
"0861253V";"Centre de Formation d'Apprentis industriel Poitou-Charentes";"NOUVELLE-AQUITAINE";22;28;73;75;-2;74;74;77
"0861360L";"CFA Isaac de l'Étoile";"NOUVELLE-AQUITAINE";21;28;79;67;12;76;78;79
"0861416X";"cfa Sup Nouvelle Aquitaine";"NOUVELLE-AQUITAINE";10;69;75;69;6;89;81;81
"0861419A";"Centre de formation d'apprentis Académique de Poitiers";"NOUVELLE-AQUITAINE";24;25;70;69;1;75;74;79
"0861423E";"centre de formation d'apprentis regional des MFR";"NOUVELLE-AQUITAINE";29;28;62;59;3;67;70;71
"0870606L";"CFA ESPACE GALIEN 87";"NOUVELLE-AQUITAINE";19;19;84;82;2;85;85;89
"0870773T";"CFA MOULIN RABAUD";"NOUVELLE-AQUITAINE";37;37;60;60;0;67;69;73
"0870974L";"centre formation apprentis agricole cfa de la haute vienne";"NOUVELLE-AQUITAINE";40;31;60;59;1;66;62;69
"0870987A";"CFA BATIMENT LIMOGES";"NOUVELLE-AQUITAINE";31;35;64;64;0;63;66;68
"0875017F";"CFA ENS SUPERIEUR REGION LIMOUSIN";"NOUVELLE-AQUITAINE";19;25;72;67;5;71;72;71
"0875030V";"CFA de la céramique";"NOUVELLE-AQUITAINE";8;;;;;;;
"0875084D";"CTRE DE FORMATION D'APPRENTIS DE L'ACADEMIE DE LIMOGES";"NOUVELLE-AQUITAINE";43;30;58;59;-1;61;61;66
"0881104X";"Site de formation d apprentis de la CMA Grand Est d'Epinal";"GRAND EST";15;43;56;60;-5;61;63;65
"0881108B";"CFA Hotelier JBS Chardin";"GRAND EST";40;32;62;61;1;64;63;74
"0881269B";"BTP CFA Vosges";"GRAND EST";15;45;57;61;-4;62;66;66
"0881493V";"CFA Papetier";"GRAND EST";13;36;80;70;10;87;83;83
"0881578M";"centre formation apprentis agricole cfa horticulture et de paysage";"GRAND EST";33;44;50;56;-6;60;59;67
"0881579N";"centre formation apprentis agricole cfa agr mirecourt";"GRAND EST";;27;;;;;;
"0881672P";"CFA de la CCI des Vosges";"GRAND EST";34;28;64;65;-2;67;71;71
"0881719R";"CFA des métiers de la piscine";"GRAND EST";24;29;64;76;-12;86;86;86
"0881745U";"CFA patrimoine architectural arts de la pierre";"GRAND EST";20;25;;;;;;
"0881755E";"Centre de Formation d'Apprentis de la Transformation du Bois";"GRAND EST";26;;;;;;;
"0881760K";"CFA AFPIA EST-NORD";"GRAND EST";39;36;;;;;;
"0890992V";"CFA INTERPROFESSIONNEL";"BOURGOGNE-FRANCHE-COMTE";47;36;55;57;-2;62;62;68
"0891132X";"cfa agricole";"BOURGOGNE-FRANCHE-COMTE";42;35;45;45;1;58;53;60
"0891185E";"Pôle Formation des Industries Technologiques Bourgogne 58-89";"BOURGOGNE-FRANCHE-COMTE";24;28;77;76;1;80;74;79
"0900239W";"CFA Municipal Jackie Drouet";"BOURGOGNE-FRANCHE-COMTE";41;36;57;60;-3;60;60;58
"0900378X";"CFAA du Territoire de Belfort";"BOURGOGNE-FRANCHE-COMTE";23;29;65;64;1;67;65;72
"0911333E";"Centre de formation d'apprentis des métiers du bâtiment et de la construction";"ILE-DE-FRANCE";34;38;58;67;-9;66;69;69
"0912003H";"Centre de Formations d'apprentis AFIA Informatique";"ILE-DE-FRANCE";8;79;60;62;-2;72;68;68
"0912021C";"Centre de formation d'apprentis Union";"ILE-DE-FRANCE";17;60;70;71;-1;67;77;78
"0912098L";"Centre de formation d'apprentis Maison Familiale Rurale Moulin de la Planche";"ILE-DE-FRANCE";43;39;49;56;-7;51;64;71
"0912119J";"Centre de formation d' apprentis Evry Val d'Essonne";"ILE-DE-FRANCE";26;59;55;61;-5;64;62;66
"0912127T";"Centre de formation d'apprentis Métiers de l'Aérien";"ILE-DE-FRANCE";9;36;60;68;-8;56;63;66
"0912140G";"Centre de formation d'apprentis interprofessionnel Gustave Eiffel";"ILE-DE-FRANCE";29;30;72;71;1;65;73;73
"0912267V";"Centre de formation d'apprentis Faculté des Métiers de l'Essonne";"ILE-DE-FRANCE";37;37;64;63;1;65;69;70
"0912268W";"Centre de formation d'apprentis Association pour la Formation aux Techniques Industrielles";"ILE-DE-FRANCE";;;;;;;;
"0921379Z";"Centre de formation d'apprentis des métiers du bâtiment BTP CFA";"ILE-DE-FRANCE";27;50;57;63;-7;64;65;69
"0921667M";"Centre de formation d'apprentis de la Fédération Française de carrosserie CARPROMO";"ILE-DE-FRANCE";33;30;51;63;-12;64;62;66
"0922274X";"Centre de formation d'apprentis Eugène Ducretet";"ILE-DE-FRANCE";27;22;67;59;8;69;72;70
"0922275Y";"Centre de formation d'apprentis Institut de Formation et de Perfectionnement aux Métiers";"ILE-DE-FRANCE";42;39;64;60;4;65;66;69
"0922292S";"Centre de formation d'apprentis de l'Industrie chimique et pharmaceutique";"ILE-DE-FRANCE";10;63;45;57;-12;46;60;71
"0922377J";"Centre de formation d'apprentis du supérieur ISIFA Commerce Gestion Bureautique";"ILE-DE-FRANCE";35;28;64;61;2;64;67;73
"0922379L";"Centre de formation d'apprentis AGEFA PME Ile de france";"ILE-DE-FRANCE";27;36;63;65;-2;64;66;66
"0922454T";"Centre de formation d'aprentis CESFA BTP - Ingénieur  BTP";"ILE-DE-FRANCE";16;19;72;60;12;72;83;83
"0922585K";"Centre de formation d'apprentis de l'Industrie Mécavenir";"ILE-DE-FRANCE";15;50;47;59;-12;47;66;59
"0922594V";"Centre de formation d'apprentis C3CFA";"ILE-DE-FRANCE";29;18;72;64;8;73;73;75
"0922627F";"Centre de formation d'apprentis des métiers territoriaux";"ILE-DE-FRANCE";;4;;;;;;
"0922650F";"Centre de formation d'apprentis de l'Assurance";"ILE-DE-FRANCE";27;58;74;73;1;71;73;78
"0922661T";"Centre de formation d'apprentis Association pour le Développement de l'Apprentissage et la Formation aux métiers Sanitaires Sociaux et médico-sociaux";"ILE-DE-FRANCE";16;9;59;50;9;62;63;63
"0922673F";"Centre de formation d'apprentis Association Comptables Métiers et Professions";"ILE-DE-FRANCE";33;23;69;68;1;62;67;64
"0922675H";"Centre de formation d'apprentis AFORP";"ILE-DE-FRANCE";21;35;67;70;-3;69;73;72
"0922778V";"Centre de formation d'apprentis";"ILE-DE-FRANCE";14;35;74;77;-4;81;79;85
"0922791J";"Centre de Formation d'Apprentis - Métiers banque et finance d'Ile-de-France";"ILE-DE-FRANCE";13;49;68;63;5;60;64;68
"0931618D";"CFA Campus des Métiers et de l'Entreprise";"ILE-DE-FRANCE";36;29;59;57;2;61;63;63
"0931815T";"CFA du Bâtiment et des Travaux Publics";"ILE-DE-FRANCE";29;41;57;62;-5;56;61;65
"0932217E";"CFA CEFAA (Hotel Tourisme) Villepinte";"ILE-DE-FRANCE";42;42;60;62;-2;58;64;66
"0932230U";"CFA du Bâtiment et Travaux Publics";"ILE-DE-FRANCE";27;35;60;65;-5;71;70;72
"0932305A";"CFA du Spectacle Vivant et de l'Audiovisuel";"ILE-DE-FRANCE";5;16;65;53;12;47;54;54
"0932330C";"CFA de la Librairie et de la Papeterie de Détail";"ILE-DE-FRANCE";27;7;62;66;-5;68;68;71
"0932331D";"CFA Métiers de la Communication et de Création Numérique";"ILE-DE-FRANCE";;42;;;;;;
"0932343S";"CFA CAMAS";"ILE-DE-FRANCE";17;5;57;60;-3;55;48;59
"0932469D";"CFA CNAM Ile de France";"ILE-DE-FRANCE";20;42;68;65;3;82;64;82
"0932492D";"CFA Du Cycle et du Motocycle - INCM";"ILE-DE-FRANCE";29;24;71;67;4;77;75;77
"0932505T";"Centre de Formation d'Apprentis des Métiers de la Poste Formaposte";"ILE-DE-FRANCE";22;11;46;58;-12;50;54;54
"0941466H";"CFA De la Couverture et de la Plomberie";"ILE-DE-FRANCE";19;48;72;67;6;73;74;75
"0941609N";"Cfa du marché international de Rungis - Cfa de la poissonnerie";"ILE-DE-FRANCE";42;8;60;55;5;60;71;73
"0941906L";"CFI L'école connectée au futur de l'industrie";"ILE-DE-FRANCE";22;39;71;73;-2;78;77;77
"0941925G";"CFA Environnement et hygiène des locaux";"ILE-DE-FRANCE";34;29;50;52;-2;52;55;55
"0941939X";"Centre de Formation d'Apprentis CFA Sup 2000";"ILE-DE-FRANCE";19;68;60;63;-4;56;64;66
"0941940Y";"CFA CMA 94";"ILE-DE-FRANCE";40;37;60;61;-1;61;61;60
"0942024P";"OF CFA AFASEC GROS BOIS";"ILE-DE-FRANCE";65;10;64;63;1;68;70;72
"0942202H";"CFA Académique de Créteil";"ILE-DE-FRANCE";24;27;60;61;-1;63;63;64
"0942215X";"CFA AFANEM";"ILE-DE-FRANCE";19;40;71;76;-4;71;74;74
"0942217Z";"CFA INFA";"ILE-DE-FRANCE";25;12;51;51;1;49;51;51
"0942262Y";"Centre de Formation d'Apprentis AFORPA";"ILE-DE-FRANCE";28;34;71;74;-2;73;73;76
"0942288B";"CFA GESTES Formation";"ILE-DE-FRANCE";22;27;64;64;-1;65;66;64
"0951285F";"Centre de formation d'apprentis Garac - Ecole nationale des Professions de l'Automobile";"ILE-DE-FRANCE";24;41;76;76;0;77;72;73
"0951286G";"Centre de formation d'apprentis Adolphe Chauvin CCI Paris Ile-de-France";"ILE-DE-FRANCE";33;38;66;68;-2;67;77;75
"0951625A";"Centre de formation d'apprentis des métiers du bâtiment BTP CFA";"ILE-DE-FRANCE";28;42;58;63;-6;57;59;60
"0951684P";"Centre de formation d'apprentis Promotrans Gonesse";"ILE-DE-FRANCE";32;39;50;62;-12;61;59;57
"0951721E";"Centre de formation d'apprentis - Sup de Vente ESSYM";"ILE-DE-FRANCE";26;29;57;60;-2;60;61;63
"0951798N";"Site de formation d'apprentis ESIEE Site de Pontoise CFA CCI Paris Ile-de-France";"ILE-DE-FRANCE";22;61;61;66;-5;65;74;78
"0951830Y";"Centre de formation d'apprentis Fraternité Saint Jean";"ILE-DE-FRANCE";25;34;57;59;-1;61;67;68
"0951938R";"Centre de formation d'apprentis Institut de l'Environnement Urbain";"ILE-DE-FRANCE";23;20;71;67;5;66;71;73
"0951947A";"Centre de formation d'apprentis de l'Association Francilienne de Formation  Interprofessionnelle pour le développement de l'apprentissage";"ILE-DE-FRANCE";48;37;64;63;1;62;67;67
"0951963T";"Centre de formation d'apprentis CMA95 - IMA VAL PARISIS EAUBONNE";"ILE-DE-FRANCE";44;38;59;56;2;59;63;62
"6200042B";"Centre de formation d'apprentis Corse du Sud";"CORSE";50;31;47;55;-8;55;50;55
"6200189L";"centre formation apprentis agricole sartene";"CORSE";;13;27;39;-12;30;36;36
"6200713F";"Centre de formation d'apprentis Académique Ajaccio";"CORSE";25;20;48;60;-12;61;55;61
"6200723S";"Section d'apprentissage privée Institut Consulaire Ajaccio";"CORSE";47;14;65;63;2;73;59;78
"7200157H";"centre formation apprentis agricole borgo";"CORSE";;16;24;36;-12;36;29;40
"7200675W";"Centre de formation d'apprentis Haute Corse";"CORSE";46;30;44;53;-9;53;50;57
"7200730F";"Centre de formation d'apprentis Université de Corse";"CORSE";29;64;39;51;-12;55;48;58
"9710646A";"Cfa Chambre de métiers de la Guadeloupe";"GUADELOUPE";7;12;35;37;-2;37;41;41
"9711039C";"Cfa Agricole de Convenance";"GUADELOUPE";27;35;26;30;-4;31;36;36
"9711051R";"Cfa Cifab asfo";"GUADELOUPE";4;17;29;41;-12;39;39;36
"9711071M";"Centre de formation d'apprentis polyvalent de l'académie de Guadeloupe";"GUADELOUPE";3;23;53;50;3;57;51;61
"9711178D";"Cfa Jean Belloc";"GUADELOUPE";;9;13;25;-12;23;17;23
"9711179E";"Cfa fédér mais famil rural educ orient fdmfr ireo";"GUADELOUPE";;0;28;36;-8;33;38;44
"9711186M";"Cfa de la Cci";"GUADELOUPE";0;24;56;45;11;59;59;54
"9720490A";"Chambre des Métiers";"MARTINIQUE";3;12;44;48;-4;43;43;47
"9720632E";"centre formation apprentis agricole martinique";"MARTINIQUE";7;34;44;32;12;16;20;20
"9720826R";"CENTRE DE FORMATION DU TERTIAIRE";"MARTINIQUE";9;36;37;46;-9;41;46;51
"9720858A";"CENTRE DE FORMATION D'APPRENTIS";"MARTINIQUE";13;23;35;47;-12;31;46;50
"9730142S";"chambre des metiers";"GUYANE";21;13;34;37;-3;35;35;41
"9730446X";"CENTRE FORMATION APPRENTIS PUBLIC LPO MELKIOR GARRE";"GUYANE";3;22;46;53;-7;50;54;61
"9730469X";"CFA DE LA CCI REG GUYANE";"GUYANE";22;28;48;47;1;51;53;52
"9730492X";"centre formation apprentis agricole de la guyane";"GUYANE";21;7;13;25;-12;18;41;38
"9740922J";"ctre formation apprentis agricole cfaa st joseph";"LA REUNION";28;16;31;31;1;34;37;41
"9740983A";"Centre de formation d'apprentis Chambre de commerce et d'industrie de Sainte Clotilde";"LA REUNION";35;20;42;41;1;49;53;54
"9740986D";"Centre de Formation d'Apprentis Urma Sainte Clotilde";"LA REUNION";48;19;43;39;4;48;49;55
"9740987E";"Centre de Formation d'Apprentis Urma  de Saint André";"LA REUNION";40;21;36;41;-5;41;43;47
"9740988F";"Centre de Formation d'apprentis Urma de Saint Pierre  Campus Pro";"LA REUNION";49;17;44;41;3;52;57;58
"9741084K";"Centhor Saint Gilles les hauts";"LA REUNION";58;20;38;35;3;45;47;50
"9741089R";"Centre de Formation d'Apprentis Chambre des Métiers de l'Ouest";"LA REUNION";33;22;44;42;2;52;52;53
"9741090S";"CFA FORMA TERRA";"LA REUNION";38;34;23;23;-1;32;35;40
"9741177L";"Urma Centre de Formation du Port";"LA REUNION";35;17;52;45;6;59;62;62
"9741570N";"Centre de formation d'apprentis  Enseignement catholique de la Reunion";"LA REUNION";23;31;48;44;4;55;56;55
"9741588H";"Centre de Formation d'Apprentis Académique";"LA REUNION";17;15;44;50;-6;47;60;56
"9741595R";"Centre de formation d'apprentis - maison familiale rurale de Saint Pierre";"LA REUNION";;16;;;;;;
